Date,Up 4-5%+ today,Down 4-5%+ today,Up 20%+ in 5d,Down 20%+ in 5d,Above 20dma,Below 20dma,Above 50dma,Below 50dma,Above 200dma,Below 200dma
22nd Jul 25 2025,56,21,16,2,1042,973,1373,643,1277,739
21st Jul 25 2025,70,33,15,3,1136,884,1429,591,1288,732
18th Jul 25 2025,51,18,15,1,1160,855,1468,547,1305,710
17th Jul 25 2025,64,16,16,1,1328,685,1550,463,1330,683
16th Jul 25 2025,88,13,13,0,1335,677,1553,459,1317,695
15th Jul 25 2025,101,9,9,0,1259,754,1492,521,1287,726
14th Jul 25 2025,75,21,16,1,1003,1013,1360,656,1212,804
11th Jul 25 2025,42,15,6,0,991,1021,1395,617,1209,803
10th Jul 25 2025,68,10,11,1,1214,793,1501,506,1262,745
9th Jul 25 2025,76,9,10,2,1246,760,1504,503,1249,758
8th Jul 25 2025,57,16,13,2,1214,795,1488,521,1246,763
7th Jul 25 2025,65,28,20,1,1269,743,1515,497,1259,753
4th Jul 25 2025,66,16,19,1,1374,636,1567,443,1269,741
3rd Jul 25 2025,72,14,19,0,1357,650,1537,470,1254,753
2nd Jul 25 2025,57,21,22,0,1343,662,1529,476,1227,778
1st Jul 25 2025,82,20,27,0,1439,562,1563,438,1241,760
30th Jun 25 2025,114,16,29,0,1471,531,1568,434,1252,750
27th Jun 25 2025,89,13,23,0,1422,576,1533,465,1236,762
26th Jun 25 2025,62,12,22,0,1356,643,1511,488,1204,795
25th Jun 25 2025,154,6,10,0,1354,644,1507,491,1202,796
24th Jun 25 2025,96,15,5,1,1044,955,1345,653,1105,895
23rd Jun 25 2025,72,18,5,1,836,1165,1199,802,1059,943
20th Jun 25 2025,80,11,7,1,825,1171,1229,767,1043,954
19th Jun 25 2025,17,80,6,0,588,1408,1118,878,999,998
18th Jun 25 2025,39,24,4,0,927,1067,1351,643,1112,883
17th Jun 25 2025,46,36,6,1,1015,979,1403,591,1146,849
16th Jun 25 2025,73,15,9,1,1244,753,1503,494,1189,809
13th Jun 25 2025,38,23,16,1,1183,810,1516,477,1161,833
12th Jun 25 2025,33,48,21,0,1421,571,1592,400,1217,776
11th Jun 25 2025,110,19,26,0,1642,348,1707,283,1294,697
10th Jun 25 2025,104,8,29,1,1637,353,1685,305,1273,718
9th Jun 25 2025,152,9,22,0,1624,369,1668,325,1250,744
6th Jun 25 2025,113,17,21,0,1491,500,1578,413,1170,822
5th Jun 25 2025,114,5,15,0,1451,539,1510,480,1122,869
4th Jun 25 2025,98,20,13,0,1371,618,1488,501,1089,901
3rd Jun 25 2025,69,23,17,0,1314,674,1477,511,1065,924
2nd Jun 25 2025,122,47,23,0,1421,567,1511,477,1063,926
30th May 25 2025,91,59,26,0,1437,548,1519,466,1059,927
29th May 25 2025,103,43,34,0,1508,476,1540,444,1099,886
28th May 25 2025,98,30,24,1,1545,438,1553,430,1079,905
27th May 25 2025,79,26,27,1,1590,392,1581,402,1087,896
26th May 25 2025,114,39,19,0,1632,353,1616,370,1070,916
23rd May 25 2025,84,29,23,1,1639,342,1608,374,1050,932
22nd May 25 2025,70,36,26,1,1617,364,1577,405,1010,972
21st May 25 2025,83,36,30,1,1678,302,1602,379,1017,964
20th May 25 2025,56,72,54,1,1652,328,1588,393,983,998
19th May 25 2025,180,29,80,0,1772,211,1693,291,1050,934
16th May 25 2025,192,25,156,0,1759,221,1648,333,997,984
15th May 25 2025,151,26,86,0,1713,266,1551,429,932,1048
14th May 25 2025,206,10,43,1,1700,278,1484,495,863,1116
13th May 25 2025,163,17,33,1,1592,386,1299,680,777,1202
12th May 25 2025,966,9,14,2,1455,525,1168,813,732,1249
9th May 25 2025,42,42,8,4,538,1440,645,1334,519,1460
8th May 25 2025,48,38,5,3,637,1343,681,1299,533,1446
7th May 25 2025,87,21,4,5,788,1191,803,1176,581,1398
6th May 25 2025,13,313,5,3,674,1304,706,1272,531,1447
5th May 25 2025,132,22,11,3,1069,910,937,1042,646,1333
2nd May 25 2025,39,33,6,4,818,1161,824,1155,600,1379
30th Apr 25 2025,16,106,7,5,877,1100,830,1147,603,1374
29th Apr 25 2025,56,28,10,2,1235,742,1047,930,663,1314
28th Apr 25 2025,63,37,17,2,1286,693,1077,902,676,1303
25th Apr 25 2025,19,356,17,1,1298,678,1047,929,655,1321
24th Apr 25 2025,86,28,28,2,1754,224,1417,561,776,1202
23rd Apr 25 2025,96,14,41,2,1775,203,1395,583,784,1194
22nd Apr 25 2025,135,14,72,2,1773,205,1385,593,767,1211
21st Apr 25 2025,183,10,102,2,1759,220,1303,676,740,1239
17th Apr 25 2025,84,13,41,2,1634,342,1112,864,656,1320
16th Apr 25 2025,144,13,68,2,1630,346,1049,927,612,1364
15th Apr 25 2025,443,6,15,1,1500,476,907,1069,561,1415
11th Apr 25 2025,311,4,5,2,913,1061,576,1398,445,1529
9th Apr 25 2025,40,92,6,17,509,1463,399,1573,360,1612
8th Apr 25 2025,258,12,7,7,563,1410,441,1532,375,1598
7th Apr 25 2025,5,817,13,16,299,1674,292,1681,302,1671
4th Apr 25 2025,28,464,21,7,798,1174,554,1418,445,1527
3rd Apr 25 2025,203,22,30,3,1414,558,877,1095,550,1422
2nd Apr 25 2025,162,10,11,2,1259,712,754,1217,506,1465
1st Apr 25 2025,291,34,7,4,1054,918,648,1324,443,1529
28th Mar 25 2025,52,59,9,3,900,1067,633,1334,481,1486
27th Mar 25 2025,123,89,13,2,993,974,649,1318,493,1474
26th Mar 25 2025,28,182,19,3,958,1008,599,1367,455,1511
25th Mar 25 2025,43,214,45,0,1179,787,693,1273,495,1471
24th Mar 25 2025,176,16,129,1,1485,480,824,1141,545,1421
21st Mar 25 2025,232,12,55,0,1399,564,702,1262,471,1493
20th Mar 25 2025,131,19,23,1,1154,808,573,1390,406,1557
19th Mar 25 2025,341,8,17,2,1059,901,483,1478,362,1599
18th Mar 25 2025,318,18,11,3,722,1238,327,1633,309,1652
17th Mar 25 2025,57,132,4,14,412,1548,238,1723,263,1698
13th Mar 25 2025,33,59,4,6,355,1601,226,1731,258,1699
12th Mar 25 2025,34,70,9,4,386,1570,231,1726,266,1691
17th Mar 26 2026,95,21,5,8,258,1872,305,1825,398,1732
16th Mar 26 2026,41,120,5,7,190,1946,254,1882,375,1761
13th Mar 26 2026,19,377,9,7,212,1922,293,1841,380,1754
12th Mar 26 2026,58,49,11,6,433,1701,418,1716,444,1690
11th Mar 26 2026,77,54,12,5,438,1697,428,1707,464,1671
10th Mar 26 2026,279,15,11,5,445,1689,438,1697,473,1662
9th Mar 26 2026,28,282,6,14,273,1862,333,1803,412,1724
6th Mar 26 2026,60,40,4,8,389,1745,448,1687,498,1637
5th Mar 26 2026,115,19,9,3,402,1732,465,1670,507,1628
4th Mar 26 2026,48,260,7,4,290,1844,400,1735,465,1670
2nd Mar 26 2026,60,262,6,4,445,1690,490,1646,558,1578
27th Feb 26 2026,42,59,8,1,689,1444,686,1448,665,1469
26th Feb 26 2026,67,21,9,5,832,1301,759,1375,701,1433
25th Feb 26 2026,56,41,5,3,786,1347,740,1394,695,1439
24th Feb 26 2026,25,94,9,2,701,1432,672,1462,683,1451
23rd Feb 26 2026,63,49,6,2,856,1279,781,1355,714,1422
20th Feb 26 2026,50,30,9,4,829,1304,768,1366,705,1429
19th Feb 26 2026,35,51,9,6,798,1335,752,1382,702,1432
18th Feb 26 2026,70,18,6,7,1090,1043,925,1209,770,1364
17th Feb 26 2026,109,19,8,3,1027,1106,863,1271,747,1387
16th Feb 26 2026,51,106,12,4,921,1214,774,1362,726,1410
13th Feb 26 2026,35,168,21,1,960,1173,791,1343,722,1412
12th Feb 26 2026,62,103,28,1,1308,825,1024,1110,789,1344
11th Feb 26 2026,92,64,16,2,1489,644,1117,1017,816,1318
10th Feb 26 2026,137,38,34,1,1570,562,1147,986,816,1317
9th Feb 26 2026,389,17,53,1,1511,624,1067,1069,801,1335
6th Feb 26 2026,59,74,30,3,1119,1014,769,1365,681,1453
5th Feb 26 2026,58,91,33,6,1156,977,776,1358,687,1447
4th Feb 26 2026,240,54,44,18,1343,790,840,1294,720,1414
3rd Feb 26 2026,526,12,27,18,1135,999,742,1392,700,1434
2nd Feb 26 2026,77,74,16,19,449,1686,369,1766,530,1605
1st Feb 26 2026,58,238,9,4,429,1706,357,1778,492,1643
30th Jan 26 2026,166,98,15,6,663,1470,492,1641,600,1533
29th Jan 26 2026,139,61,25,5,530,1603,431,1702,568,1565
28th Jan 26 2026,351,20,12,6,536,1597,422,1711,555,1578
27th Jan 26 2026,102,71,4,10,307,1829,321,1815,482,1654
23rd Jan 26 2026,54,208,2,6,272,1861,293,1840,475,1658
22nd Jan 26 2026,177,56,3,4,360,1773,370,1763,544,1589
21st Jan 26 2026,58,143,21,2,231,1902,290,1843,485,1648
20th Jan 26 2026,30,373,25,1,254,1879,316,1817,520,1613
19th Jan 26 2026,44,88,30,2,448,1688,472,1664,624,1512
16th Jan 26 2026,72,32,27,2,535,1597,533,1599,672,1460
14th Jan 26 2026,84,21,7,1,524,1607,553,1578,686,1445
13th Jan 26 2026,70,16,5,1,488,1643,521,1610,675,1456
12th Jan 26 2026,61,74,6,3,425,1709,502,1632,666,1468
9th Jan 26 2026,17,103,4,3,427,1702,534,1595,683,1446
8th Jan 26 2026,15,139,7,3,664,1466,699,1431,769,1361
7th Jan 26 2026,68,17,14,3,1057,1073,913,1217,856,1274
6th Jan 26 2026,44,27,16,1,1021,1108,876,1253,841,1288
5th Jan 26 2026,64,38,15,1,1139,992,933,1198,865,1266
2nd Jan 26 2026,102,11,12,1,1313,815,952,1176,868,1260
1st Jan 26 2026,63,16,9,2,1075,1054,829,1300,814,1315
31st Dec 25 2025,84,15,7,2,1047,1080,803,1324,811,1316
30th Dec 25 2025,57,33,9,2,771,1354,685,1440,759,1366
29th Dec 25 2025,44,45,13,0,751,1378,712,1417,763,1366
26th Dec 25 2025,64,18,19,0,928,1198,764,1362,793,1333
24th Dec 25 2025,57,15,13,0,1081,1044,798,1327,810,1315
23rd Dec 25 2025,66,16,9,2,1127,998,806,1319,817,1308
22nd Dec 25 2025,114,13,8,1,1012,1115,747,1380,801,1326
19th Dec 25 2025,91,17,8,1,697,1427,638,1486,757,1367
18th Dec 25 2025,40,30,10,1,490,1633,536,1587,713,1410
17th Dec 25 2025,32,56,12,1,494,1627,568,1553,722,1399
16th Dec 25 2025,37,29,13,0,623,1498,615,1506,754,1367
15th Dec 25 2025,78,21,16,1,743,1377,671,1449,777,1343
12th Dec 25 2025,99,10,9,3,694,1420,649,1466,759,1356
11th Dec 25 2025,77,15,5,3,502,1612,558,1556,724,1391
10th Dec 25 2025,54,28,7,2,387,1723,477,1633,708,1403
9th Dec 25 2025,134,15,1,2,423,1687,513,1597,713,1398
8th Dec 25 2025,18,239,3,2,319,1793,461,1651,685,1428
5th Dec 25 2025,33,36,3,3,537,1572,614,1495,782,1328
4th Dec 25 2025,28,27,3,4,527,1582,633,1476,790,1320
3rd Dec 25 2025,18,41,1,3,533,1575,632,1476,807,1302
2nd Dec 25 2025,28,33,5,2,644,1464,705,1403,825,1284
1st Dec 25 2025,62,35,6,3,724,1385,737,1373,849,1261
28th Nov 25 2025,57,21,2,3,749,1355,758,1347,856,1249
27th Nov 25 2025,53,19,2,3,738,1364,753,1350,853,1250
26th Nov 25 2025,82,13,3,2,744,1357,754,1348,866,1236
25th Nov 25 2025,70,12,5,3,555,1545,639,1463,813,1289
24th Nov 25 2025,35,134,6,6,515,1588,619,1485,792,1312
21st Nov 25 2025,30,34,6,4,603,1493,692,1406,847,1251
20th Nov 25 2025,39,23,9,4,757,1340,818,1280,885,1213
19th Nov 25 2025,43,41,7,3,786,1309,823,1273,903,1193
18th Nov 25 2025,38,37,12,3,772,1321,832,1262,905,1189
17th Nov 25 2025,97,48,11,2,937,1159,905,1192,951,1146
14th Nov 25 2025,73,44,12,2,868,1222,872,1219,929,1162
13th Nov 25 2025,70,49,12,2,850,1238,867,1222,955,1134
12th Nov 25 2025,105,26,8,2,885,1201,898,1189,964,1123
11th Nov 25 2025,70,53,7,8,738,1350,808,1281,922,1167
10th Nov 25 2025,83,88,11,7,739,1350,808,1282,924,1166
7th Nov 25 2025,71,40,10,3,665,1420,804,1281,921,1164
6th Nov 25 2025,44,145,12,3,603,1481,803,1281,911,1173
4th Nov 25 2025,39,27,14,1,878,1205,966,1117,1012,1071
3rd Nov 25 2025,96,38,16,1,1094,992,1080,1006,1053,1033
31st Oct 25 2025,42,29,11,0,973,1105,1013,1065,1024,1054
30th Oct 25 2025,52,23,9,0,1127,951,1094,984,1055,1023
29th Oct 25 2025,85,23,11,0,1163,914,1101,976,1066,1011
28th Oct 25 2025,61,29,13,1,1002,1080,999,1083,1029,1053
27th Oct 25 2025,80,37,19,2,1024,1065,1010,1079,1050,1039
24th Oct 25 2025,48,27,17,3,983,1099,975,1107,1016,1066
23rd Oct 25 2025,77,47,19,3,1069,1013,1015,1067,1040,1042
21st Oct 25 2025,57,2,22,0,1125,956,1027,1054,1046,1035
20th Oct 25 2025,97,43,14,3,941,1147,917,1171,1000,1088
17th Oct 25 2025,43,42,11,1,847,1232,859,1220,965,1114
16th Oct 25 2025,77,34,13,2,935,1141,922,1154,999,1077
15th Oct 25 2025,88,27,13,2,831,1245,873,1203,965,1111
14th Oct 25 2025,42,66,24,3,678,1396,784,1290,927,1147
13th Oct 25 2025,55,44,18,4,858,1220,903,1175,994,1084
10th Oct 25 2025,85,24,20,3,1007,1065,975,1097,1033,1039
9th Oct 25 2025,92,39,32,5,910,1164,925,1149,1008,1066
8th Oct 25 2025,79,26,31,2,822,1249,877,1194,991,1080
7th Oct 25 2025,63,33,22,1,908,1161,932,1137,1006,1063
6th Oct 25 2025,83,36,19,1,937,1132,942,1127,1006,1063
3rd Oct 25 2025,128,13,11,1,907,1159,925,1141,1022,1045
1st Oct 25 2025,126,9,12,1,690,1373,785,1278,964,1100
30th Sep 25 2025,41,28,8,2,487,1570,615,1442,883,1175
29th Sep 25 2025,64,61,14,3,456,1604,625,1435,881,1180
26th Sep 25 2025,14,113,18,1,450,1601,616,1435,885,1167
25th Sep 25 2025,42,36,21,1,748,1302,894,1156,1011,1040
24th Sep 25 2025,54,29,18,2,940,1109,1054,995,1073,977
23rd Sep 25 2025,67,23,20,2,1116,932,1158,890,1115,934
22nd Sep 25 2025,79,41,25,2,1212,842,1200,855,1156,899
19th Sep 25 2025,68,21,20,1,1397,651,1299,751,1178,872
18th Sep 25 2025,55,17,20,1,1442,605,1307,741,1173,875
17th Sep 25 2025,74,18,24,1,1457,587,1301,744,1168,877
16th Sep 25 2025,79,12,17,1,1395,649,1248,797,1139,906
15th Sep 25 2025,88,17,15,0,1310,738,1128,921,1089,960
12th Sep 25 2025,58,12,17,1,1217,827,1078,967,1056,989
11th Sep 25 2025,55,23,24,1,1222,822,1066,979,1044,1001
10th Sep 25 2025,94,21,18,0,1210,834,1052,993,1046,999
9th Sep 25 2025,69,27,24,0,1017,1026,911,1133,989,1055
8th Sep 25 2025,126,17,33,1,1004,1042,892,1155,995,1052
5th Sep 25 2025,87,13,28,1,905,1138,862,1182,957,1087
4th Sep 25 2025,51,30,20,2,943,1099,855,1188,974,1069
3rd Sep 25 2025,111,13,16,0,1045,995,906,1135,989,1052
2nd Sep 25 2025,122,22,12,0,867,1172,784,1257,949,1092
1st Sep 25 2025,128,15,12,2,730,1312,702,1341,911,1132
29th Aug 25 2025,50,22,8,1,511,1526,572,1466,829,1209
28th Aug 25 2025,30,59,6,1,526,1510,591,1446,845,1192
26th Aug 25 2025,27,62,11,2,628,1403,687,1345,904,1128
25th Aug 25 2025,72,34,23,1,938,1097,890,1146,1002,1034
22nd Aug 25 2025,51,17,21,0,908,1122,895,1136,987,1044
21st Aug 25 2025,58,19,21,0,1018,1013,958,1074,1003,1029
20th Aug 25 2025,107,9,20,1,1004,1024,948,1081,999,1030
19th Aug 25 2025,124,14,17,1,950,1077,898,1130,992,1036
18th Aug 25 2025,147,33,16,2,779,1252,805,1227,945,1087
14th Aug 25 2025,45,74,14,3,546,1478,640,1384,876,1149
13th Aug 25 2025,110,47,10,5,593,1431,680,1344,914,1111
12th Aug 25 2025,75,51,5,5,494,1530,614,1411,886,1139
11th Aug 25 2025,84,63,5,4,439,1586,601,1425,874,1152
8th Aug 25 2025,47,74,7,4,370,1656,547,1479,844,1182
7th Aug 25 2025,52,52,7,5,443,1583,637,1389,925,1101
6th Aug 25 2025,39,73,7,5,462,1562,642,1382,939,1085
5th Aug 25 2025,47,41,8,5,573,1448,734,1287,992,1029
4th Aug 25 2025,93,47,12,4,577,1446,781,1242,1018,1005
1st Aug 25 2025,35,118,9,0,445,1574,710,1309,975,1044
31st Jul 25 2025,53,47,9,1,579,1435,863,1151,1069,945
30th Jul 25 2025,91,33,9,1,677,1333,979,1031,1105,905
29th Jul 25 2025,117,18,9,1,608,1403,947,1063,1098,913
28th Jul 25 2025,37,117,9,4,492,1524,803,1213,1042,974
25th Jul 25 2025,24,87,9,3,628,1381,1001,1009,1129,881
24th Jul 25 2025,44,36,11,2,956,1054,1300,710,1258,751
23rd Jul 25 2025,51,28,14,2,1084,925,1354,655,1278,731
22nd Jul 25 2025,56,21,16,2,1038,969,1366,642,1273,735
21st Jul 25 2025,70,33,15,3,1132,880,1423,589,1284,728
18th Jul 25 2025,50,18,15,1,1156,851,1462,545,1301,706
17th Jul 25 2025,63,16,16,1,1323,682,1544,461,1326,679
16th Jul 25 2025,87,13,13,0,1329,675,1547,457,1313,691
15th Jul 25 2025,100,9,9,0,1254,751,1487,518,1283,722
14th Jul 25 2025,75,21,16,1,1000,1008,1355,653,1208,800
11th Jul 25 2025,42,15,6,0,988,1016,1390,614,1205,799
10th Jul 25 2025,67,10,11,1,1209,790,1496,503,1258,741
9th Jul 25 2025,76,9,10,2,1242,757,1500,500,1247,753
8th Jul 25 2025,56,16,13,2,1209,792,1483,518,1243,758
7th Jul 25 2025,65,28,20,1,1264,740,1510,494,1256,748
4th Jul 25 2025,66,16,19,1,1367,635,1561,441,1265,737
3rd Jul 25 2025,72,14,19,0,1351,648,1533,466,1250,749
2nd Jul 25 2025,56,21,22,0,1336,661,1522,475,1223,774
1st Jul 25 2025,82,19,27,0,1432,561,1556,437,1237,756
30th Jun 25 2025,114,16,29,0,1465,529,1563,431,1248,746
27th Jun 25 2025,89,13,23,0,1416,574,1527,463,1232,758
26th Jun 25 2025,62,12,22,0,1349,642,1505,486,1200,791
25th Jun 25 2025,153,6,10,0,1348,642,1500,490,1198,792
24th Jun 25 2025,95,14,5,1,1038,953,1340,650,1101,891
23rd Jun 25 2025,72,18,5,1,831,1162,1195,798,1056,938
20th Jun 25 2025,80,11,7,1,820,1169,1225,764,1041,949
19th Jun 25 2025,16,80,6,0,585,1403,1115,873,996,993
18th Jun 25 2025,39,24,4,0,923,1063,1348,638,1110,877
17th Jun 25 2025,46,36,6,1,1010,976,1398,588,1144,843
16th Jun 25 2025,72,15,9,1,1238,751,1498,491,1185,805
13th Jun 25 2025,38,23,16,1,1178,807,1510,475,1158,828
12th Jun 25 2025,32,47,20,0,1415,569,1586,398,1214,771
11th Jun 25 2025,108,19,25,0,1636,346,1701,281,1290,693
10th Jun 25 2025,102,8,28,1,1631,351,1679,303,1269,714
9th Jun 25 2025,150,8,22,0,1619,366,1662,323,1246,740
6th Jun 25 2025,113,17,21,0,1487,496,1573,410,1168,816
5th Jun 25 2025,114,5,15,0,1446,536,1506,476,1120,863
4th Jun 25 2025,98,20,13,0,1366,615,1484,497,1087,895
3rd Jun 25 2025,69,23,17,0,1309,671,1473,507,1063,918
2nd Jun 25 2025,122,47,23,0,1416,564,1507,473,1061,920
30th May 25 2025,91,57,26,0,1431,546,1516,461,1057,921
29th May 25 2025,102,43,34,0,1502,474,1536,440,1097,880
28th May 25 2025,97,30,24,1,1539,436,1549,426,1077,899
27th May 25 2025,79,26,27,1,1583,391,1577,398,1085,890
26th May 25 2025,114,39,19,0,1625,352,1611,367,1068,910
23rd May 25 2025,83,29,23,1,1633,340,1605,369,1048,926
22nd May 25 2025,70,36,26,1,1613,360,1574,400,1008,966
21st May 25 2025,83,36,30,1,1672,300,1599,374,1015,958
20th May 25 2025,56,70,54,1,1648,324,1585,388,981,992
19th May 25 2025,179,29,80,0,1766,209,1690,286,1048,928
16th May 25 2025,191,25,156,0,1752,220,1644,329,994,979
15th May 25 2025,150,26,86,0,1708,264,1548,425,930,1043
14th May 25 2025,206,10,43,1,1696,275,1481,491,862,1110
13th May 25 2025,163,17,33,1,1589,382,1296,676,775,1197
12th May 25 2025,963,9,14,2,1452,521,1165,809,730,1244
9th May 25 2025,42,42,8,4,537,1434,644,1328,519,1453
8th May 25 2025,47,38,5,3,636,1337,680,1293,533,1439
7th May 25 2025,86,21,4,4,787,1185,802,1170,581,1391
6th May 25 2025,13,313,5,2,673,1298,705,1266,531,1440
5th May 25 2025,132,20,11,2,1067,905,935,1037,646,1326
2nd May 25 2025,39,32,6,4,816,1156,822,1150,600,1372
30th Apr 25 2025,16,104,7,5,875,1095,828,1142,603,1367
29th Apr 25 2025,56,28,10,2,1232,738,1045,925,663,1307
28th Apr 25 2025,63,37,17,2,1282,690,1075,897,676,1296
25th Apr 25 2025,19,356,17,1,1294,675,1044,925,655,1314
24th Apr 25 2025,86,28,28,2,1750,221,1413,558,775,1196
23rd Apr 25 2025,96,14,40,2,1771,200,1391,580,783,1188
22nd Apr 25 2025,133,14,71,2,1767,204,1382,589,766,1205
21st Apr 25 2025,183,10,102,2,1754,218,1301,671,739,1233
17th Apr 25 2025,84,13,41,2,1629,340,1110,859,655,1314
16th Apr 25 2025,143,13,68,2,1626,343,1047,922,611,1358
15th Apr 25 2025,443,6,15,1,1495,474,907,1062,561,1408
11th Apr 25 2025,310,4,5,2,911,1056,576,1391,445,1522
9th Apr 25 2025,40,91,6,17,509,1456,399,1566,360,1605
8th Apr 25 2025,258,12,7,7,563,1403,441,1525,375,1591
7th Apr 25 2025,5,813,13,16,299,1667,292,1674,302,1664
4th Apr 25 2025,28,462,21,7,795,1170,554,1411,445,1520
3rd Apr 25 2025,202,22,30,3,1411,554,877,1088,550,1415
2nd Apr 25 2025,160,10,11,2,1257,707,753,1211,505,1459
1st Apr 25 2025,289,33,7,4,1053,912,647,1318,443,1522
28th Mar 25 2025,52,59,9,3,899,1061,633,1327,481,1479
27th Mar 25 2025,123,88,13,2,990,970,649,1311,493,1467
26th Mar 25 2025,28,181,19,3,955,1004,599,1360,455,1504
25th Mar 25 2025,43,211,45,0,1177,782,693,1266,495,1464
24th Mar 25 2025,176,15,129,1,1481,477,824,1134,545,1414
21st Mar 25 2025,232,12,55,0,1395,561,701,1256,471,1486
20th Mar 25 2025,131,19,23,1,1151,804,572,1384,406,1550
19th Mar 25 2025,340,8,17,2,1056,897,482,1472,362,1592
18th Mar 25 2025,316,18,11,3,720,1233,326,1627,309,1645
17th Mar 25 2025,56,131,4,14,410,1543,238,1716,263,1691
13th Mar 25 2025,33,59,4,6,354,1596,226,1725,258,1693
12th Mar 25 2025,34,68,9,4,384,1565,231,1719,266,1684
11th Mar 25 2025,44,123,22,3,410,1540,232,1719,281,1670
16th Mar 26 2026,43,133,6,7,188,1942,251,1879,366,1764
13th Mar 26 2026,19,377,9,7,213,1920,293,1840,380,1753
12th Mar 26 2026,58,49,11,6,434,1699,418,1715,444,1689
11th Mar 26 2026,78,54,12,5,439,1695,429,1705,464,1670
10th Mar 26 2026,279,15,11,5,446,1687,438,1696,473,1661
9th Mar 26 2026,28,281,6,14,274,1860,333,1802,412,1723
6th Mar 26 2026,60,40,4,8,389,1744,448,1686,498,1636
5th Mar 26 2026,114,19,9,3,402,1731,465,1669,507,1627
4th Mar 26 2026,48,260,7,4,290,1843,400,1734,465,1669
2nd Mar 26 2026,60,262,6,4,445,1689,490,1645,558,1577
27th Feb 26 2026,42,59,8,1,689,1443,686,1447,664,1469
26th Feb 26 2026,67,21,9,5,831,1301,759,1374,700,1433
25th Feb 26 2026,56,42,5,3,785,1347,739,1394,694,1439
24th Feb 26 2026,25,95,9,2,701,1431,672,1461,682,1451
23rd Feb 26 2026,63,49,6,2,855,1279,780,1355,713,1422
20th Feb 26 2026,50,30,9,4,830,1302,768,1365,704,1429
19th Feb 26 2026,35,52,9,6,798,1334,752,1381,701,1432
18th Feb 26 2026,70,18,6,7,1090,1042,924,1209,769,1364
17th Feb 26 2026,109,19,8,3,1027,1105,863,1270,746,1387
16th Feb 26 2026,51,107,12,4,920,1214,774,1361,725,1410
13th Feb 26 2026,35,167,21,1,960,1172,791,1342,721,1412
12th Feb 26 2026,62,103,28,1,1306,826,1022,1111,788,1344
11th Feb 26 2026,92,64,16,2,1487,645,1115,1018,815,1318
10th Feb 26 2026,136,38,34,1,1567,564,1145,987,814,1318
9th Feb 26 2026,389,17,53,1,1510,624,1066,1069,800,1335
6th Feb 26 2026,59,74,30,3,1119,1013,769,1364,680,1453
5th Feb 26 2026,58,91,33,6,1156,976,776,1357,686,1447
4th Feb 26 2026,239,54,44,18,1342,790,840,1293,719,1414
3rd Feb 26 2026,526,12,27,18,1134,999,742,1391,699,1434
2nd Feb 26 2026,77,74,16,19,449,1685,369,1765,529,1605
1st Feb 26 2026,58,238,9,4,429,1705,357,1777,491,1643
30th Jan 26 2026,167,98,15,6,663,1469,492,1640,599,1533
29th Jan 26 2026,139,61,25,5,530,1602,431,1701,567,1565
28th Jan 26 2026,351,21,12,6,536,1596,422,1710,554,1578
27th Jan 26 2026,103,72,4,10,307,1828,321,1814,481,1654
23rd Jan 26 2026,54,208,2,6,271,1861,293,1839,473,1659
22nd Jan 26 2026,177,56,3,4,359,1773,369,1763,542,1590
21st Jan 26 2026,58,145,21,2,231,1901,290,1842,484,1648
20th Jan 26 2026,30,373,25,1,254,1878,316,1816,519,1613
19th Jan 26 2026,43,88,30,2,447,1688,471,1664,622,1513
16th Jan 26 2026,73,33,27,2,535,1596,532,1599,671,1460
14th Jan 26 2026,84,21,7,1,524,1606,552,1578,685,1445
13th Jan 26 2026,70,17,5,1,487,1643,520,1610,673,1457
12th Jan 26 2026,61,75,6,3,425,1708,501,1632,665,1468
9th Jan 26 2026,17,103,4,3,427,1701,533,1595,682,1446
8th Jan 26 2026,15,139,7,3,663,1466,698,1431,768,1361
7th Jan 26 2026,68,17,14,3,1056,1073,912,1217,855,1274
6th Jan 26 2026,44,27,16,1,1020,1108,875,1253,840,1288
5th Jan 26 2026,64,38,15,1,1139,991,933,1197,864,1266
2nd Jan 26 2026,102,11,12,1,1313,814,952,1175,866,1261
1st Jan 26 2026,63,16,9,2,1074,1054,828,1300,813,1315
31st Dec 25 2025,84,15,7,2,1046,1080,802,1324,810,1316
30th Dec 25 2025,57,33,9,2,771,1353,684,1440,758,1366
29th Dec 25 2025,44,45,13,0,750,1378,711,1417,762,1366
26th Dec 25 2025,64,18,19,0,927,1198,763,1362,792,1333
24th Dec 25 2025,57,15,13,0,1081,1043,798,1326,809,1315
23rd Dec 25 2025,66,16,9,2,1127,997,806,1318,816,1308
22nd Dec 25 2025,115,13,8,1,1012,1114,747,1379,799,1327
19th Dec 25 2025,91,17,8,1,697,1426,638,1485,756,1367
18th Dec 25 2025,40,30,10,1,490,1632,535,1587,712,1410
